Datum Zeit; Schwartenberg TEMP; Schwartenberg FEUCHT; Schwartenberg STRAHL; Schwartenberg DRUCK; Schwartenberg BEN; Schwartenberg NO; Schwartenberg NO2; Schwartenberg O3; Schwartenberg PM10_TEOM; Schwartenberg SO2
; GRADC; PROZ; W/m2; hPa; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³
12.09.2022 09:00;10,8;100;63;1018;0,2;1;4;51;9;1
12.09.2022 08:00;10,9;100;53;1018;0,1;1;4;52;9;0,5
12.09.2022 07:00;10,8;100;31;1018;0,1;1;4;52;4;0,5
12.09.2022 06:00;10,6;100;2;1018;0,2;1;4;48; NaN;0,5
12.09.2022 05:00;10,2;100;0;1018;0,1;1;4;49;2;0,5
12.09.2022 04:00;10,2;100;0;1018;0,1;1;3;51;2;0,5
12.09.2022 03:00;10;100;0;1018;0,1;1;3;51;4;0,5
12.09.2022 02:00;10;100;0;1018;0,1;1;3;53;6;1
12.09.2022 01:00;10;100;0;1018;0,2;1;3;54;8;1
12.09.2022 00:00;10,1;100;0;1018;0,1;1;3;59;12;1,3
11.09.2022 23:00;10,4;100;0;1019;0,1;1;3;61;8;1,1
11.09.2022 22:00;10,7;100;0;1019;0,1;1;4;59;9;1,1
11.09.2022 21:00;10,9;100;0;1019;0,2;1;4;56;10;0,5
11.09.2022 20:00;11;100;0;1019;0,2;1;7;50;7;1
11.09.2022 19:00;11,2;100;3;1018;0,1;1;6;53;11;1,1
11.09.2022 18:00;11,8;98,4;67;1018; NaN;1;3;59;6;0,5
11.09.2022 17:00;11,9;98,1;145;1018; NaN;1;3;60;6;0,5
11.09.2022 16:00;11,5;100;92;1018; NaN;1;3;62;7;0,5
11.09.2022 15:00;11,3;100;135;1018; NaN;1;3;62;5;0,5
11.09.2022 14:00;11;100;110;1018; NaN;1;3;64;10;0,5
11.09.2022 13:00;12,2;93,9;188;1017;0,1;1;2;72;4;0,5
11.09.2022 12:00;12,4;95,3;261;1017;0,1;1;2;68;4;0,5
11.09.2022 11:00;11,5;100;202;1016;0,1;1;3;61;10;0,5
11.09.2022 10:00;11,1;100;121;1016;0,1;1;3;59;8;0,5
11.09.2022 09:00;10,9;100;64;1015;0,1;1;3;51;6;0,5
11.09.2022 08:00;10,6;100;28;1015;0,1;1;4;48;4;1
11.09.2022 07:00;10,5;100;13;1015;0,1;1;4;49;2;1,8
11.09.2022 06:00;10,6;100;1;1014;0,1;1;3;53;2;1,3
11.09.2022 05:00;10,7;100;0;1014;0,1;1;3;48;6;0,5
11.09.2022 04:00;10,7;100;0;1014;0,1;1;3;46;5;0,5
11.09.2022 03:00;10,9;100;0;1014;0,1;1;3;47;4;0,5
11.09.2022 02:00;11,1;100;0;1014;0,2;1;3;45;7;0,5
11.09.2022 01:00;11,4;99,2;0;1014;0,2;1;3;48;5;0,5
11.09.2022 00:00;11,5;97,4;0;1014;0,1;1;3;52;5;0,5
10.09.2022 23:00;11,4;97,1;0;1014;0,2;1;3;51;2;0,5
10.09.2022 22:00;11,8;94,6;0;1014;0,2;1;3;53;2;0,5
10.09.2022 21:00;12,2;92,1;0;1014;0,2;1;2;56;2;0,5
10.09.2022 20:00;12,4;92,2;0;1014;0,1;1;2;57;2;0,5
10.09.2022 19:00;13;92,6;4;1014;0,1;1;3;63;2;0,5
10.09.2022 18:00;14;89,2;86;1014;0,1;1;2;62;2;0,5
10.09.2022 17:00;13,1;91,6;201;1013;0,1;1;2;65;4;0,5
10.09.2022 16:00;15,2;71,8;172;1013;0,1;1;1;71;5;0,5
10.09.2022 15:00;16,5;69,6;552;1013;0,1;1;1;70;2;0,5
10.09.2022 14:00;14,5;80,1;306;1014;0,1;1;2;65;2;0,5
10.09.2022 13:00;14;87;373;1014;0,1;1;2;64;4;0,5
10.09.2022 12:00;15,2;75,6;481;1014;0,1;1;1;65;2;0,5
10.09.2022 11:00;15,3;75,6;509;1014;0,1;1;1;64;2;0,5
10.09.2022 10:00;13,7;82,7;333;1014;0,1;1;2;61;2;0,5
10.09.2022 09:00;12,7;86,8;235;1014;0,1;1;2;61;2;0,5
10.09.2022 08:00;12;88;138;1014;0,1;1;1;63;2;0,5
10.09.2022 07:00;11,4;86,9;68;1014;0,1;1;1;65;4;0,5
10.09.2022 06:00;10,8;88,3;9;1014;0,1;1;2;65;2;0,5
10.09.2022 05:00;11,4;86,5;0;1014;0,1;1;2;65;2;0,5
10.09.2022 04:00;11,9;84,5;0;1014;0,1;1;2;64;4;1
10.09.2022 03:00;12,1;82,3;0;1014;0,1;1;2;67;4;0,5
10.09.2022 02:00;12,1;82,7;0;1014;0,1;1;2;65;8;0,5
10.09.2022 01:00;12,5;79,2;0;1014;0,1;1;2;69;2;1,1
10.09.2022 00:00;12,8;77,3;0;1014;0,1;1;3;71;2;1,2
09.09.2022 23:00;13,2;71,1;0;1015;0,1;1;2;78;2;0,5
09.09.2022 22:00;14;62,9;0;1014;0,1;1;2;84; NaN;0,5
09.09.2022 21:00;13,8;67,2;0;1014;0,1;1;3;84;2;1,1
09.09.2022 20:00;14;68,5;0;1014;0,1;1;3;82;2;1,1
09.09.2022 19:00;14,2;70,7;12;1014;0,1;1;2;75;2;1
09.09.2022 18:00;14,8;76,3;37;1014;0,1;1;2;69;6;1,2
09.09.2022 17:00;16,6;68,5;26;1014;0,1;1;3;67;7;1,4
09.09.2022 16:00;17,7;64;172;1014;0,1;1;2;73;5;1,6
09.09.2022 15:00;18,5;61,6;302;1014;0,1;1;2;74;5;1,9
09.09.2022 14:00;18,9;59,5;392;1014;0,1;1;2;75;5;1,6
09.09.2022 13:00;18,7;61,8;636;1014;0,1;1;2;75;6;2,8
09.09.2022 12:00;17,5;66,9;543;1014;0,5;1;3;77;11;4,5
09.09.2022 11:00;16,1;77,6;510;1014;0,5;2;8;62;9;17,5
09.09.2022 10:00;14,6;81,4;130;1014;0,1;1;10;53;6;6,1
09.09.2022 09:00;14,8;76,9;156;1014;0,1;1;3;63;6;1,2
09.09.2022 08:00;13,9;79;105;1014;0,1;1;3;61;2;1
09.09.2022 07:00;13;79,9;60;1014;0,1;1;2;61;2;0,5
09.09.2022 06:00;12,9;76,9;7;1013;0,1;1;2;67;2;1
09.09.2022 05:00;12,5;78,9;0;1013;0,1;1;2;65;4;1,2
09.09.2022 04:00;12,4;82,7;0;1014;0,1;1;2;64;4;1,1
09.09.2022 03:00;12,5;82,7;0;1014;0,1;1;2;65;5;0,5
09.09.2022 02:00;12,4;82,1;0;1014;0,1;1;2;63;2;0,5
09.09.2022 01:00;12,7;80,7;0;1014;0,1;1;2;65;4;0,5
09.09.2022 00:00;12,8;81,2;0;1014;0,1;1;2;67;2;0,5
08.09.2022 23:00;12,7;82,6;0;1013;0,1;1;2;69;5;1
08.09.2022 22:00;12,9;84,5;0;1013;0,1;1;2;69;5;1,1
08.09.2022 21:00;13,4;86,6;0;1013;0,1;1;2;69;5;1,2
08.09.2022 20:00;14;88,1;0;1013;0,1;1;2;67;8;1,2
08.09.2022 19:00;14,7;87,4;17;1012;0,1;1;2;66;2;1,3
08.09.2022 18:00;14,8;87,3;107;1011;0,1;1;2;71;7;1,4
08.09.2022 17:00;14,4;90,8;61;1011;0,1;1;2;72;5;1,6
08.09.2022 16:00;16;86,8;367;1011;0,1;1;2;75;2;1,9
08.09.2022 15:00;15,5;95,4;421;1011;0,1;1;2;70;2;2,2
08.09.2022 14:00;14,3;99,1;183;1011;0,1;1;2;75;5;2,5
08.09.2022 13:00;14,9;100;88;1011;0,2;1;3;70;2;3,4
08.09.2022 12:00;14,7;100;94;1011;0,4;1;9;67;11;10,2
08.09.2022 11:00;15,5;99,7;66;1011;0,5;1;17;52;19;53,7
08.09.2022 10:00;15,5;100;77;1011;0,4;1;12;52;11;21,5
08.09.2022 09:00;14,9;100;27;1011;0,2;1;9;53;16;7,5
08.09.2022 08:00;15,4;98,7;43;1010;0,2;1;6;62;12;6,1
08.09.2022 07:00;15,2;100;40;1011;0,3;1;9;53;23;11,9
08.09.2022 06:00;15,4;100;5;1011;0,3;1;11;51;26;23,4
08.09.2022 05:00;15,9;99,7;0;1012;0,3;1;9;58;20;19,6
08.09.2022 04:00;16,5;97,6;0;1012;0,4;1;11;59;30;40,5
08.09.2022 03:00;16,4;98,8;0;1013;0,6;1;20;56;34;370,3
08.09.2022 02:00;16,4;99;0;1013;0,4;1;11;64;30;139,6
08.09.2022 01:00;16,6;96,5;0;1014;1,1;1;36;50;29;574
08.09.2022 00:00;16,8;92,5;0;1014;0,3;1;20;67;19;125,5
07.09.2022 23:00;16,7;90;0;1014;0,5;1;6;81;13;46,5
07.09.2022 22:00;16,6;87;0;1015; NaN;1;8;80;6;86,8
07.09.2022 21:00;17,2;74,1;1;1015; NaN;1;3;93;8;4
07.09.2022 20:00;17,1;68,1;3;1015; NaN;1;2;94;11;2,4
07.09.2022 19:00;16,8;92,2;12;1015; NaN;1;3;87;10;3,2
07.09.2022 18:00;16,4;96,9;62;1015; NaN;1;4;85;14;4,1
07.09.2022 17:00;16,8;92,7;66;1016;0,3;1;5;80;18;5,9
07.09.2022 16:00;16,7;96;75;1016;0,8;1;11;79;30;15,6
07.09.2022 15:00;18,7;84,9;206;1016;0,9;1;14;100;32;95,1
07.09.2022 14:00;20,4;77,4;639;1016;1,4;2;12;87;34;111,2
07.09.2022 13:00;17,2;89,2;439;1016;1,6;2;15;86;42;221,6
07.09.2022 12:00;15,8;94;258;1017;1,7;3;20;83;34;321,5
07.09.2022 11:00;16;92,5;243;1017;1,5;3;19;76;26;266,2
07.09.2022 10:00;16,6;89,2;494;1017;0,5;2;8;83;18;85,7
07.09.2022 09:00;16,6;89;403;1017;0,4;1;6;76;17;11,5
07.09.2022 08:00;15,2;93,2;227;1017;0,5;1;7;68;20;20,6
07.09.2022 07:00;13,8;98,2;106;1017;0,6;1;8;61;21;57,5
07.09.2022 06:00;13,4;98,3;7;1017;0,4;1;8;62;19; NaN
07.09.2022 05:00;13,6;96,4;0;1017;0,3;1;9;67;16;17,7
07.09.2022 04:00;13,8;93,9;0;1017;0,2;1;13;70;18;20,4
07.09.2022 03:00;14,3;89,8;0;1017;0,7;1;19;80;24;295,4
07.09.2022 02:00;14,8;85,9;0;1017;0,4;1;16;83;16;364,3
07.09.2022 01:00;15,1;83,4;0;1018;0,5;1;18;84;17;356,6
07.09.2022 00:00;15,2;81,5;0;1018;0,6;1;13;92;19;492
06.09.2022 23:00;15,2;84,6;0;1018;0,6;1;12;92;15;392
06.09.2022 22:00;15,2;87,5;0;1018;0,6;1;13;90;18;232,9
06.09.2022 21:00;15,3;89,4;0;1019;1,3;1;20;84;19;306,6
06.09.2022 20:00;15,1;90,2;0;1019;0,8;1;23;79;16;380,7
06.09.2022 19:00;15,8;88,9;18;1019;0,4;1;17;85;19;186,7
06.09.2022 18:00;16,2;88,8;154;1019;0,3;1;8;92;12;50,1
06.09.2022 17:00;15,7;87,6;198;1019;0,2;1;3;91;9;5,8
06.09.2022 16:00;15,2;99,1;66;1021;0,3;1;6;76;14;3
06.09.2022 15:00;16;89,1;14;1021;0,4;1;8;84;18;6,1
06.09.2022 14:00;17,6;74;32;1020;0,5;1;7;100;19;8,2
06.09.2022 13:00;19,6;66,6;679;1020;1,2;1;7;101;23;24,5
06.09.2022 12:00;18;74,3;570;1020;1,3;1;13;118;25;143,8
06.09.2022 11:00;17,7;76,3;534;1021;1,3;2;14;96;24;171,1
06.09.2022 10:00;15,7;84,5;419;1021;1,5;2;12;72;24;191,6
06.09.2022 09:00;14;92,2;208;1021;1,2;3;21;59;20;326,1
06.09.2022 08:00;13,4;95,9;86;1021;0,3;2;19;53;18;98,6
06.09.2022 07:00;13,5;95,4;30;1021;0,3;1;10;62;17;6,4
06.09.2022 06:00;13,6;94;8;1021;0,2;1;7;65;13;5
06.09.2022 05:00;13,8;92,8;0;1021;0,3;1;9;63;15;14,8
06.09.2022 04:00;13,9;92;0;1022;0,4;1;10;64;15;32,3
06.09.2022 03:00;14,3;90,7;0;1021;0,3;1;9;65;15;48,5
06.09.2022 02:00;14,1;91,5;0;1022;0,3;1;8;66;14;18,7
06.09.2022 01:00;14,5;90,4;0;1022;0,4;1;9;68;11;29,1
06.09.2022 00:00;15;90,2;0;1022;0,2;1;8;74;16;14
05.09.2022 23:00;15,5;90,3;0;1023;0,2;1;8;82;18;3,1
05.09.2022 22:00;16;88,4;0;1023;0,2;1;9;86;19;3,3
05.09.2022 21:00;16,5;84,5;0;1023;0,2;1;7;92;21;3
05.09.2022 20:00;17;80,9;0;1023;0,2;1;5;101;15;3,2
05.09.2022 19:00;17,8;76,1;8;1023;0,3;1;4;99;13;5,4
05.09.2022 18:00;18,9;71,4;50;1023;0,4;1;5;102;16;7,7
05.09.2022 17:00;19,9;68,3;258;1023;0,5;1;5;101;16;18
05.09.2022 16:00;20,1;69,1;460;1024;0,3;1;5;97;15;6,1
05.09.2022 15:00;20,2;68,8;616;1024;0,4;1;5;95;20;3,8
05.09.2022 14:00;19,6;73,4;687;1024;1;1;7;89;23;6,3
05.09.2022 13:00;18,8;77,3;667;1025;0,8;2;10;88;19;9,8
05.09.2022 12:00;19,2;75,9;751;1025;0,4;3;10;72;18;4,3
05.09.2022 11:00;17;85,6;612;1025;0,3;3;10;66;21;2,1
05.09.2022 10:00;16,4;88,2;442;1025;0,3;3;9;57;14;2,4
05.09.2022 09:00;16,1;88,5;279;1025;0,3;2;8;63;15;2,4
05.09.2022 08:00;14,7;94,4;264;1025;0,3;5;17;49;13;2,3
05.09.2022 07:00;13,8;95,9;72;1024;0,3;1;9;58;18;2,2
05.09.2022 06:00;13,8;93,9;5;1024;0,2;1;5;69;15;2,4
05.09.2022 05:00;14;92,1;0;1024;0,2;1;5;73;15;2,4
05.09.2022 04:00;14,2;90,5;0;1024;0,3;1;5;76;15;2,2
05.09.2022 03:00;14;91,3;0;1024;0,3;1;7;72;8;2,8
05.09.2022 02:00;14,2;89,3;0;1024;0,3;1;10;70;11;2,9
05.09.2022 01:00;14,6;85,2;0;1024;0,3;1;10;75;16;4,5
05.09.2022 00:00;15,1;81,8;0;1024;0,3;1;13;77;14;4,1
04.09.2022 23:00;15,4;79,4;0;1024;0,2;1;11;82;7;3,2
04.09.2022 22:00;15,9;76,2;0;1024;0,3;1;5;89;6;2,2
04.09.2022 21:00;16,6;71,8;0;1024;0,2;1;3;92;12;1,5
04.09.2022 20:00;17,6;68,1;0;1024;0,2;1;3;93;12;1,4
04.09.2022 19:00;18,3;65,9;9;1023;0,2;1;4;98;12;1,8
04.09.2022 18:00;19,3;64;71;1023;0,3;1;4;98;15;2
04.09.2022 17:00;20,2;57,8;94;1023;0,4;1;6;108;16;4,8
04.09.2022 16:00;20,2;56,6;179;1022;0,4;1;6;111;15;4,8
04.09.2022 15:00;20,6;56,3;206;1022;0,9;1;5;100;14;4,3
04.09.2022 14:00;20,5;55,5;217;1022;0,9;1;6;121;15;9
04.09.2022 13:00;22;51,9;454;1022;0,7;1;5;114;14;9,1
04.09.2022 12:00;21,2;54,2;735;1022;0,2;1;4;93;12;4,6
04.09.2022 11:00;18,5;61,2;713;1022;0,3;1;3;82;10;2
04.09.2022 10:00;16,5;70,4;372;1021;0,4;1;5;68;10;2,4
04.09.2022 09:00;15,3;74,2;289;1021;0,4;1;6;63;13;3,7
04.09.2022 08:00;16,2;68,7;192;1020;0,6;1;7;62;13;4,4
04.09.2022 07:00;14,3;72,2;72;1019;0,3;1;9;65;16;5,8
04.09.2022 06:00;15,6;64,8;7;1019;0,3;1;4;86;8;2,1
04.09.2022 05:00;13,8;73,7;0;1018;0,3;1;7;72;12;3,4
04.09.2022 04:00;13,6;75,4;0;1018;0,3;1;6;71;8;2,7
04.09.2022 03:00;13;77,8;0;1018;0,3;1;7;68;11;2,8
04.09.2022 02:00;13,2;76,7;0;1018; NaN;1;8;68;14;2,8
04.09.2022 01:00;13,4;75,5;0;1018; NaN;1;9;68;10;2,6
04.09.2022 00:00;13,6;74,1;0;1018; NaN;1;6;74;9;2,2
03.09.2022 23:00;13,7;72,5;0;1017; NaN;1;6;81;6;3
03.09.2022 22:00;14,4;69,8;0;1017; NaN;1;4;95;8;2,6
03.09.2022 21:00;14,2;69,6;0;1017;0,2;1;3;95;8;1,8
03.09.2022 20:00;14,1;67,6;0;1017;0,2;1;3;91;2;1,5
03.09.2022 19:00;14,5;65,7;12;1017;0,4;1;3;91;4;2,3
03.09.2022 18:00;16,3;56,2;131;1017;0,4;1;5;96;13;6,1
03.09.2022 17:00;17,3;51;337;1017;0,3;1;4;96;15;5,4
03.09.2022 16:00;17,7;49,6;506;1017;0,5;1;4;96;9;4,9
03.09.2022 15:00;17,6;48,4;648;1017;0,4;1;4;97;10;5,8
03.09.2022 14:00;17,3;49,8;734;1017;0,3;1;3;93;11;3,5
03.09.2022 13:00;16,9;53,8;786;1017;0,5;1;5;88;11;7
03.09.2022 12:00;15,7;55;784;1017;0,3;1;7;81;10;6,2
03.09.2022 11:00;15,3;57,5;731;1017;0,3;2;7;71;10;2,4
03.09.2022 10:00;13,7;62,2;591;1017;0,2;1;6;67;8;3
03.09.2022 09:00;12,6;66,2;516;1017;0,2;2;6;64;6;3,2
03.09.2022 08:00;11,7;69,4;272;1017;0,2;1;7;60;5;3,1
03.09.2022 07:00;10,2;74;80;1017;0,2;1;9;61;10;3,1
03.09.2022 06:00;9,2;77,7;8;1017;0,2;1;8;61;10;2,7
03.09.2022 05:00;9,2;78,3;0;1017;0,2;1;7;61;8;2,4
03.09.2022 04:00;9,3;78,5;0;1017;0,1;1;7;61;13;2,3
03.09.2022 03:00;9,6;77,3;0;1017;0,1;1;8;63;6;2,5
03.09.2022 02:00;9,8;76,6;0;1017;0,1;1;7;64;10;2,3
03.09.2022 01:00;10,1;75,9;0;1018;0,1;1;6;66;12;2,2
03.09.2022 00:00;10,4;74,1;0;1018;0,1;1;6;69;10;2,1
02.09.2022 23:00;10,8;72,1;0;1019;0,1;1;5;71;8;2
02.09.2022 22:00;11,2;68,6;0;1018;0,1;1;5;71;7;2,3
02.09.2022 21:00;11,7;68,3;0;1018;0,1;1;4;69;10;1,8
02.09.2022 20:00;12,4;67,3;0;1018;0,1;1;4;68;6;1,7
02.09.2022 19:00;13,9;60,8;24;1018;0,1;1;4;70;6;1,5
02.09.2022 18:00;14,1;56,8;84;1019;0,1;1;3;73;2;1,5
02.09.2022 17:00;14,9;53,3;170;1019;0,1;1;4;73;5;2,4
02.09.2022 16:00;15,2;51,6;279;1019;0,1;1;3;75;4;1,9
02.09.2022 15:00;16,1;48,9;382;1019;0,1;1;3;75;7;1,5
02.09.2022 14:00;15,2;52,8;441;1020;0,1;1;4;71;8;1,8
02.09.2022 13:00;14,5;54,1;297;1020;0,1;1;4;68;4;1,2
02.09.2022 12:00;14,9;54,2;492;1020;0,1;1;4;66;5;1,2
02.09.2022 11:00;14,8;58;623;1021;0,1;1;4;59;7;1,5
02.09.2022 10:00;13,7;63,5;580;1021;0,1;1;5;69;10;3,1
02.09.2022 09:00;12,8;68,1;508;1021;0,1;1;5;65;5;2,5
02.09.2022 08:00;11,8;72,2;298;1020;0,1;2;7;59;6;4,1
02.09.2022 07:00;10,1;79,5;79;1020;0,1;1;8;57;2;2,3
02.09.2022 06:00;9;82,9;8;1020;0,1;1;9;56;4;2,3
02.09.2022 05:00;9,2;82,5;0;1020;0,1;1;9;57;6;2,2
02.09.2022 04:00;9,8;80,3;0;1021;0,1;1;8;60;9;2,8
02.09.2022 03:00;10,2;79,6;0;1021;0,1;1;6;64;8;2,3
02.09.2022 02:00;10,5;78,4;0;1021;0,1;1;5;66;7;1,5
02.09.2022 01:00;10,7;77,7;0;1021;0,1;1;6;65;8;2,4
02.09.2022 00:00;11,1;75,1;0;1022;0,1;1;5;68;7;2,7
01.09.2022 23:00;11,7;70,6;0;1022;0,1;1;4;72;4;2,5
01.09.2022 22:00;12,3;65,8;0;1022;0,1;1;2;73;7;0,5
01.09.2022 21:00;12,5;66,7;0;1022;0,1;1;2;68;7;0,5
01.09.2022 20:00;12,8;73,7;0;1022;0,1;1;3;66;5;0,5
01.09.2022 19:00;13,9;69,7;21;1022;0,1;1;3;68;5;0,5
01.09.2022 18:00;15,2;60,9;111;1022;0,1;1;2;74;6;1
01.09.2022 17:00;15,6;59,3;109;1022;0,1;1;2;70;7;0,5
01.09.2022 16:00;15,5;60,5;96;1022;0,1;1;3;73;10;0,5
01.09.2022 15:00;16,6;54,7;325;1022;0,1;1;3;76;6;0,5
01.09.2022 14:00;16,7;50,1;323;1022;0,1;1;3;79;8;0,5
01.09.2022 13:00;15,9;56,7;261;1022;0,1;1;2;74;5;0,5
01.09.2022 12:00;16,3;51,7;318;1022;0,1;1;2;76;6;0,5
01.09.2022 11:00;16,3;49,2;472;1022;0,1;1;1;76;6;0,5
01.09.2022 10:00;16,3;49,4;628;1022;0,1;1;1;77;7;0,5
01.09.2022 09:00;15,7;58,7;457;1022;0,1;1;2;74;7;0,5
01.09.2022 08:00;14,7;70,9;386;1022;0,1;1;3;58;5;1,8
01.09.2022 07:00;12,4;76,3;90;1022;0,1;1;7;65;11;7,6
01.09.2022 06:00;11,5;79,9;11;1022;0,1;1;7;61;7;9,8
01.09.2022 05:00;11;83,6;0;1021;0,1;1;5;59;11;4,6
01.09.2022 04:00;11,2;86,7;0;1022;0,1;1;4;58;8;3,6
01.09.2022 03:00;12;83,5;0;1022;0,1;1;4;64;8;2,4
01.09.2022 02:00;12,3;84,7;0;1022;0,1;1;2;65;6;0,5
01.09.2022 01:00;12,4;86,2;0;1022;0,1;1;2;62;7;0,5
01.09.2022 00:00;12,7;84,2;0;1023;0,1;1;2;65;6;0,5
31.08.2022 23:00;12,7;85,5;0;1023;0,1;1;2;62;6;0,5
31.08.2022 22:00;12,5;86,7;0;1023;0,1;1;2;61;8;0,5
31.08.2022 21:00;12,4;86,8;0;1023;0,1;1;3;60;7;0,5
31.08.2022 20:00;12,9;85,4;0;1022;0,1;1;3;61;6;0,5
31.08.2022 19:00;13,5;82,4;12;1022;0,1;1;3;62;5;0,5
31.08.2022 18:00;14,6;78,4;60;1022;0,2;1;3;66;2;0,5
31.08.2022 17:00;15,4;74,8;146;1022;0,1;1;3;67;2;0,5
31.08.2022 16:00;16,1;73,5;203;1022;0,2;1;3;66;8;0,5
31.08.2022 15:00;16,4;72,8;299;1022;0,1;1;3;66;9;0,5
31.08.2022 14:00;16,3;72;352;1022;0,1;1;2;65;9;0,5
31.08.2022 13:00;16,9;72,5;399;1022;0,1;1;2;63;3;0,5
31.08.2022 12:00;17,5;69,7;535;1022;0,1;1;2;64;4;0,5
31.08.2022 11:00;16,1;73,5;539;1022;0,1;1;1;64;6;0,5
31.08.2022 10:00;14,6;82,2;231;1022;0,1;1;2;61;4;0,5
31.08.2022 09:00;13,7;92;172;1022;0,1;1;3;46;10;0,5
31.08.2022 08:00;13,2;91,4;143;1022;0,1;1;4;42;7;0,5
31.08.2022 07:00;13;89;76;1021;0,1;1;3;59;9;0,5
31.08.2022 06:00;12,7;89;10;1021; NaN;1;2;65;10;0,5
31.08.2022 05:00;12,2;93,4;0;1021; NaN;1;3;55;5;0,5
31.08.2022 04:00;13,2;84,9;0;1021; NaN;1;2;69;6;1
31.08.2022 03:00;13,5;83,5;0;1021; NaN;1;3;69;5;1,5
31.08.2022 02:00;13,6;83;0;1022; NaN;1;2;69;7;1,2
31.08.2022 01:00;13,8;83,9;0;1022;0,1;1;2;67;8;1,1
31.08.2022 00:00;13,6;85,5;0;1022;0,1;1;3;70;8;1,3
30.08.2022 23:00;13,6;85,1;0;1022;0,1;1;3;74;10;1,4
30.08.2022 22:00;14,3;82,5;0;1022;0,1;1;3;79;4;1,3
30.08.2022 21:00;14,6;82,3;0;1022;0,1;1;3;80;12;1,1
30.08.2022 20:00;14,8;82,5;0;1022;0,1;1;3;84;12;1,3
30.08.2022 19:00;15,9;79,8;20;1021;0,1;1;3;83;8;0,5
30.08.2022 18:00;17,1;73,7;71;1021;0,1;1;3;85;15;1
30.08.2022 17:00;18,1;67,3;135;1022;0,1;1;3;89;17;1,1
30.08.2022 16:00;18,2;66,3;190;1022;0,1;1;3;89;9;1,3
30.08.2022 15:00;18,5;65;169;1022;0,1;1;3;86;8;1,8
30.08.2022 14:00;18,2;67,6;141;1022;0,1;1;4;85;8;2
30.08.2022 13:00;18,9;65,5;234;1022;0,1;1;3;81;6;1,5
30.08.2022 12:00;19,4;63,1;430;1022;0,1;1;3;82;7;1,7
30.08.2022 11:00;18;69,4;292;1023;0,1;1;3;77;4;1,7
30.08.2022 10:00;17,9;68,9;437;1023;0,1;1;2;73;2;1,1
30.08.2022 09:00;17,2;71;493;1022;0,1;1;2;70;8;1,3
30.08.2022 08:00;15,7;79,4;289;1022;0,1;1;2;70;10;2,1
30.08.2022 07:00;13,5;89,3;73;1022;0,1;1;4;70;6;3,4
30.08.2022 06:00;12,9;86,5;12;1022;0,1;1;3;80;10;2,8
30.08.2022 05:00;13;85,5;0;1022;0,1;1;2;88;11;0,5
30.08.2022 04:00;13,3;83,1;0;1022;0,1;1;2;90;9;1
30.08.2022 03:00;13,9;75,8;0;1022;0,1;1;2;92;7;1
30.08.2022 02:00;14,7;72,7;0;1022;0,1;1;2;93;8;1,1
30.08.2022 01:00;14;79;0;1022;0,1;1;2;91;9;1,2
30.08.2022 00:00;13,1;87;0;1022;0,1;1;3;86;13;1,2
29.08.2022 23:00;12,8;84,5;0;1022;0,1;1;3;89;12;2,2
29.08.2022 22:00;12,8;82,1;0;1022;0,1;1;3;86;11;2,5
29.08.2022 21:00;12,7;82,2;0;1022;0,1;1;4;79;12;2,7
29.08.2022 20:00;13,3;79,4;0;1021;0,1;1;5;75;15;2,7
29.08.2022 19:00;14,9;71,2;29;1021;0,1;1;4;86;12;3,4
29.08.2022 18:00;16,9;64,9;196;1021;0,1;1;3;88;10;3,1
29.08.2022 17:00;17,2;63,5;349;1021;0,1;1;3;92;10;2,9
29.08.2022 16:00;17,6;64,2;446;1021;0,1;1;3;91;11;2,1
29.08.2022 15:00;18,2;60,3;600;1022;0,1;1;3;92;11;1,8
29.08.2022 14:00;17,8;62,2;777;1022;0,1;1;3;87;9;1,5
29.08.2022 13:00;17,2;65,8;819;1022;0,1;1;2;81;7;1,3
29.08.2022 12:00;16,1;70,1;808;1022;0,1;1;2;76;11;1,4
29.08.2022 11:00;15,1;72,4;751;1022;0,1;1;3;74;12;1,5
29.08.2022 10:00;13,9;81,5;659;1022;0,1;1;3;60;8;0,5
29.08.2022 09:00;12;90,4;503;1022;0,1;1;4;50;10;0,5
29.08.2022 08:00;10,9;92,6;304;1021;0,1;1;4;51;12;1
29.08.2022 07:00;10,5;94,8;88;1021;0,1;1;4;48;10;0,5
29.08.2022 06:00;9,6;100;17;1021;0,1;1;5;43;7;0,5
29.08.2022 05:00;9,8;100;0;1020;0,1;1;5;40;8;0,5
29.08.2022 04:00;10,2;99,4;0;1020;0,1;1;4;45;13;0,5
29.08.2022 03:00;11;92,9;0;1020;0,1;1;4;55;12;0,5
29.08.2022 02:00;11,4;95,1;0;1020;0,1;1;4;53;13;0,5
29.08.2022 01:00;12,1;92,4;0;1020;0,1;1;4;59;12;1,1
29.08.2022 00:00;12,7;87,5;0;1020;0,1;1;4;67;11;1,2
28.08.2022 23:00;13,1;82;0;1020;0,1;1;4;72;11;1,4
28.08.2022 22:00;13,3;83,8;0;1020;0,1;1;3;72;11;1,4
28.08.2022 21:00;13,6;85,7;0;1020;0,1;1;3;71;10;1,1
28.08.2022 20:00;14;88;0;1019;0,1;1;4;72;9;1,6
28.08.2022 19:00;14,9;88,5;36;1019;0,1;1;3;72;17;2,2
28.08.2022 18:00;15,8;86,8;176;1019;0,1;1;3;78;19;2,6
