Datum Zeit; Schwartenberg TEMP; Schwartenberg FEUCHT; Schwartenberg STRAHL; Schwartenberg DRUCK; Schwartenberg BEN; Schwartenberg NO; Schwartenberg NO2; Schwartenberg O3; Schwartenberg PM10_TEOM; Schwartenberg SO2
; GRADC; PROZ; W/m2; hPa; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³
27.09.2022 02:00;6,5;95,9;0;998; NaN;1;4;59;4;0,5
27.09.2022 01:00;6,9;92,9;0;999; NaN;1;5;61;4;1,1
27.09.2022 00:00;7,7;86,5;0;1000; NaN;1;6;61;6;1,3
26.09.2022 23:00;8,1;82,4;0;1001; NaN;1;6;61;10;1,3
26.09.2022 22:00;8,1;80,7;0;1001; NaN;1;8;60;10;1,7
26.09.2022 21:00;8,3;80,5;0;1002;0,1;1;10;57;6;1,7
26.09.2022 20:00;8,2;81,1;0;1002;0,2;1;7;61;5;1,4
26.09.2022 19:00;8,2;80,4;0;1003;0,2;1;5;63;7;1,1
26.09.2022 18:00;9,5;75,5;33;1003;0,1;1;4;64;9;1,3
26.09.2022 17:00;10;71;69;1003;0,1;1;3;69;7;1,1
26.09.2022 16:00;11,2;66,5;173;1004;0,1;1;2;70;6;1,1
26.09.2022 15:00;11;67,9;184;1004;0,1;1;2;65;5;0,5
26.09.2022 14:00;11,1;65,8;233;1005;0,1;1;1;68;6;0,5
26.09.2022 13:00;12,7;65,1;729;1006;0,1;1;1;68;6;0,5
26.09.2022 12:00;10,5;76,7;425;1006;0,1;1;2;64;11;0,5
26.09.2022 11:00;9,9;82,5;592;1006;0,1;1;2;63;6;0,5
26.09.2022 10:00;8,8;96;436;1006;0,1;1;2;56;8;0,5
26.09.2022 09:00;7,3;100;106;1006;0,1;1;3;52;5;0,5
26.09.2022 08:00;6,5;100;45;1006;0,1;1;3;58;5;0,5
26.09.2022 07:00;6,4;100;5;1007;0,1;1;2;58;2;0,5
26.09.2022 06:00;6,7;100;0;1007;0,2;1;2;60;2;0,5
26.09.2022 05:00;7,2;100;0;1007;0,2;1;3;61;2;0,5
26.09.2022 04:00;8,6;100;0;1007;0,3;1;3;51;5;0,5
26.09.2022 03:00;9;100;0;1008;0,3;1;3;59;4;0,5
26.09.2022 02:00;9;100;0;1008;0,3;1;4;60;4;0,5
26.09.2022 01:00;8,9;100;0;1009;0,4;1;4;60;2;0,5
26.09.2022 00:00;8,7;100;0;1009;0,4;1;4;58;5;0,5
25.09.2022 23:00;9;97,4;0;1009;0,3;1;4;59;9;0,5
25.09.2022 22:00;10,6;80,5;1;1010;0,3;1;4;88;9;2,2
25.09.2022 21:00;11,3;75,2;1;1010;0,3;1;4;91;7;2,3
25.09.2022 20:00;11;77,5;0;1010;0,4;1;5;95;9;2,7
25.09.2022 19:00;9,9;87,6;0;1010;0,3;1;5;90;11;1,9
25.09.2022 18:00;9,4;96,1;11;1010;0,4;1;5;79;11;1,7
25.09.2022 17:00;9,9;96,4;16;1010;0,3;1;5;69;8;1,1
25.09.2022 16:00;11,2;82,1;48;1010;0,3;1;3;85;10;1
25.09.2022 15:00;10,3;89,7;99;1011;0,4;1;5;89;13;1,9
25.09.2022 14:00;12,8;81,4;57;1011;0,9;1;5;77;17;3,3
25.09.2022 13:00;14,3;71,2;169;1011;0,6;1;8;89;16;12,4
25.09.2022 12:00;14,4;67,6;234;1011;0,4;1;4;82;14;2,3
25.09.2022 11:00;12,7;75,4;336;1012;0,5;1;4;72;14;2,2
25.09.2022 10:00;12,3;78,9;259;1012;0,4;1;5;64;14;2,1
25.09.2022 09:00;11,5;79,3;261;1012;0,3;1;5;72;14;1,7
25.09.2022 08:00;10,8;78,9;76;1012;0,3;1;5;75;13;2,3
25.09.2022 07:00;10,4;79,1;18;1012;0,4;1;5;80;16;2,7
25.09.2022 06:00;10,5;78,2;0;1012;0,5;1;5;81;16;5,5
25.09.2022 05:00;11,1;74,8;0;1012;0,7;1;6;83;17;7
25.09.2022 04:00;10,7;79,1;0;1012;0,4;1;7;76;14;11,3
25.09.2022 03:00;10,6;80,5;0;1012;0,5;1;6;75;20;5,3
25.09.2022 02:00;10,3;81,7;0;1013;0,5;1;7;73;21;8,8
25.09.2022 01:00;10;82,6;0;1013;0,4;1;8;71;13;10
25.09.2022 00:00;9,3;82,8;0;1013;0,4;1;8;72;12;4,9
24.09.2022 23:00;9,5;81,8;0;1013;0,4;1;8;74;16;4,2
24.09.2022 22:00;9,5;82,2;0;1013;0,4;1;7;77;16;4,6
24.09.2022 21:00;9,7;83,8;0;1013;0,7;1;7;77;22;3,5
24.09.2022 20:00;10,3;83,7;0;1013;0,7;1;9;74;19;14,8
24.09.2022 19:00;10,7;80,1;0;1013;0,5;1;12;76;20;12,6
24.09.2022 18:00;11,1;75,5;10;1013;0,4;1;12;81;18;7,7
24.09.2022 17:00;11,5;73,7;69;1013;0,5;1;13;80;21;9,1
24.09.2022 16:00;12,5;71,1;166;1013;0,5;1;11;80;21;8
24.09.2022 15:00;12,8;68,8;365;1013;0,6;1;11;82;19;10
24.09.2022 14:00;14;64,8;552;1013;1,6;3;13;78;22;17,9
24.09.2022 13:00;12,9;68,5;546;1013;1,1;2;16;92;20;34,6
24.09.2022 12:00;13,7;65,7;624;1013;0,9;2;12;77;15;16,3
24.09.2022 11:00;12,1;69,9;483;1013;1;3;13;63;15;18,2
24.09.2022 10:00;11,3;71,6;497;1013;0,9;3;12;58;12;15,7
24.09.2022 09:00;9,2;77,2;305;1013;0,9;2;12;57;13;8,5
24.09.2022 08:00;7,9;79,5;97;1013;1,4;1;13;60;9;9,6
24.09.2022 07:00;7,2;81,8;35;1013;1,2;1;20;53;11;16,1
24.09.2022 06:00;7,2;81,5;0;1013;1;1;28;44;14;25,4
24.09.2022 05:00;7,2;80,8;0;1013;1;1;27;46;15;36,9
24.09.2022 04:00;6,8;82,3;0;1014;0,6;1;16;57;13;28,6
24.09.2022 03:00;6,6;82,7;0;1014;0,4;1;8;65;10;7,3
24.09.2022 02:00;6,9;82,1;0;1015;0,4;1;8;66;11;5,6
24.09.2022 01:00;7,1;82,4;0;1015;0,5;1;11;64;15;8,4
24.09.2022 00:00;7,2;83;0;1015;0,7;1;17;58;13;22,5
23.09.2022 23:00;7,3;82,9;0;1015;0,7;1;18;57;17;31,6
23.09.2022 22:00;7,5;82,8;0;1016;0,7;1;12;64;14;22,3
23.09.2022 21:00;7,6;82,6;0;1016;0,6;1;11;66;15;13
23.09.2022 20:00;7,6;83,4;0;1016;0,8;1;11;67;14;15,5
23.09.2022 19:00;8,1;82,4;0;1016;0,5;1;10;68;13;8,5
23.09.2022 18:00;9,3;75,1;30;1016;0,3;1;5;77;8;2,6
23.09.2022 17:00;10,5;68,2;114;1017;0,3;1;4;83;10;2,7
23.09.2022 16:00;11,4;63,3;322;1017;0,2;1;3;83;10;3,4
23.09.2022 15:00;11,8;63,2;311;1018;0,3;1;3;82;10;4,5
23.09.2022 14:00;10,7;66,2;330;1018;0,3;1;4;82;12;3,5
23.09.2022 13:00;10,5;66,2;268;1019;0,4;1;7;79;8;7,2
23.09.2022 12:00;10,7;67,2;253;1019;0,5;1;9;74;10;8,1
23.09.2022 11:00;10,5;70,5;353;1019;0,6;2;9;69;7;9,2
23.09.2022 10:00;10,9;71,8;534;1020;0,5;2;9;59;7;9,6
23.09.2022 09:00;9;80,5;398;1019;0,8;3;12;53;10;10,2
23.09.2022 08:00;6,8;89,2;203;1019;1,4;3;16;49;12;14,8
23.09.2022 07:00;5,4;94,2;19;1019;1,3;2;31;35;14;28,1
23.09.2022 06:00;5,3;92,9;0;1019; NaN;1;21;42;8;18,9
23.09.2022 05:00;5,6;90,9;0;1020; NaN;1;11;53;13;16
23.09.2022 04:00;5,6;91,3;0;1020; NaN;1;7;57;13;8,8
23.09.2022 03:00;5,8;91,5;0;1020; NaN;1;6;59;11;6
23.09.2022 02:00;5,9;90,8;0;1021; NaN;1;7;59;11;7
23.09.2022 01:00;5,9;87,9;0;1021;0,3;1;13;54;6;12,6
23.09.2022 00:00;5,7;84,6;0;1021;0,1;1;10;57;6;6,7
22.09.2022 23:00;6;82,5;0;1022;0,1;1;13;55;6;6,2
22.09.2022 22:00;6,8;78;0;1022;0,2;1;4;71;7;1,5
22.09.2022 21:00;7,4;75,5;0;1022;0,2;1;3;73;5;0,5
22.09.2022 20:00;7,4;76,9;0;1022;0,2;1;4;69;6;1,1
22.09.2022 19:00;8,2;69,1;0;1022;0,3;1;3;75;5;1,4
22.09.2022 18:00;9,3;69;52;1022;0,2;1;4;70;6;1,2
22.09.2022 17:00;10,4;63,7;215;1022;0,1;1;2;73;2;0,5
22.09.2022 16:00;10,1;65,2;314;1022;0,1;1;2;71;2;0,5
22.09.2022 15:00;11;61,6;596;1023;0,1;1;2;70;4;0,5
22.09.2022 14:00;10,4;66;577;1023;0,1;1;2;67;5;0,5
22.09.2022 13:00;9,8;64;508;1023;0,1;1;1;69;6;0,5
22.09.2022 12:00;9,7;67,4;459;1023;0,1;1;2;66;5;0,5
22.09.2022 11:00;8,9;74,9;490;1024;0,2;1;2;64;6;0,5
22.09.2022 10:00;8,1;90,1;559;1024;0,2;1;3;50;8;0,5
22.09.2022 09:00;6,8;95,8;412;1023;0,2;1;3;52;10;1,2
22.09.2022 08:00;5,9;98,1;204;1023;0,2;1;3;52;10;1,4
22.09.2022 07:00;5,4;99,8;22;1023;0,2;1;3;48;10;1,3
22.09.2022 06:00;5,2;100;1;1023;0,2;1;3;49;10;1,4
22.09.2022 05:00;5,5;99,8;0;1023;0,2;1;3;51;10;1,4
22.09.2022 04:00;5,8;99;0;1023;0,2;1;3;52;12;0,5
22.09.2022 03:00;6;98,9;0;1024;0,2;1;4;52;8;0,5
22.09.2022 02:00;6,6;97;0;1024;0,2;1;4;54;7;0,5
22.09.2022 01:00;6,6;97,1;0;1024;0,2;1;3;55;8;0,5
22.09.2022 00:00;6,4;97,4;0;1024;0,1;1;3;60;9;0,5
21.09.2022 23:00;6,4;97,2;0;1025;0,2;1;3;57;9;0,5
21.09.2022 22:00;6,4;96,1;0;1025;0,2;1;3;58;8;0,5
21.09.2022 21:00;6,5;94,3;0;1025;0,2;1;3;59;7;0,5
21.09.2022 20:00;6,6;92,3;0;1025;0,3;1;3;59;6;0,5
21.09.2022 19:00;7;88,1;0;1025;0,1;1;3;63;4;0,5
21.09.2022 18:00;7,9;87,3;23;1025;0,2;1;2;60;4;0,5
21.09.2022 17:00;9;85,9;143;1025;0,2;1;2;61;4;0,5
21.09.2022 16:00;9,3;83,9;331;1025;0,1;1;2;63;5;0,5
21.09.2022 15:00;9,3;86,8;413;1025;0,1;1;2;60;5;0,5
21.09.2022 14:00;8,2;91,2;124;1025;0,1;1;2;56;6;0,5
21.09.2022 13:00;8,3;89,3;300;1025;0,1;1;2;59;6;0,5
21.09.2022 12:00;8;93,2;408;1025;0,1;1;2;57;9;0,5
21.09.2022 11:00;7,1;100;312;1025;0,1;1;3;50;6;0,5
21.09.2022 10:00;5,8;100;185;1025;0,2;1;4;45;8;0,5
21.09.2022 09:00;5,3;100;106;1025;0,2;1;5;42;9;0,5
21.09.2022 08:00;4,9;100;88;1025;0,2;1;6;40;6;0,5
21.09.2022 07:00;4,4;100;37;1024;0,2;1;5;38;2;0,5
21.09.2022 06:00;4,4;100;1;1024;0,1;1;5;34;2;0,5
21.09.2022 05:00;4,7;100;0;1024;0,2;1;5;36;2;0,5
21.09.2022 04:00;5,1;100;0;1023;0,2;1;4;37;5;0,5
21.09.2022 03:00;5,3;100;0;1023;0,2;1;4;40;8;0,5
21.09.2022 02:00;5,2;100;0;1023;0,3;1;4;41;5;0,5
21.09.2022 01:00;5,2;100;0;1023;0,3;1;4;42;6;0,5
21.09.2022 00:00;5,2;100;0;1023;0,3;1;5;42;2;0,5
20.09.2022 23:00;5,1;100;0;1023;0,3;1;4;41;4;0,5
20.09.2022 22:00;5;100;0;1022;0,2;1;5;45;4;0,5
20.09.2022 21:00;4,8;100;0;1022;0,2;1;2;59;2;0,5
20.09.2022 20:00;4,8;99,3;0;1021;0,1;1;2;64;2;0,5
20.09.2022 19:00;5,1;97,2;0;1021;0,1;1;2;68;2;0,5
20.09.2022 18:00;5,5;95,1;18;1021;0,1;1;1;70;5;0,5
20.09.2022 17:00;8,3;85,4;367;1020;0,1;1;1;65;2;0,5
20.09.2022 16:00;7,6;84,8;343;1020;0,1;1;1;66;2;0,5
20.09.2022 15:00;7;95,7;460;1019;0,1;1;1;63;2;0,5
20.09.2022 14:00;6,2;99,4;273;1019;0,1;1;2;62;4;0,5
20.09.2022 13:00;6,1;100;398;1019;0,1;1;2;59;2;0,5
20.09.2022 12:00;5,7;100;101;1019;0,1;1;2;56;5;0,5
20.09.2022 11:00;5,2;100;58;1018;0,1;1;3;56;2;0,5
20.09.2022 10:00;4,7;100;74;1018;0,1;1;2;57;2;0,5
20.09.2022 09:00;4,5;100;68;1018;0,1;1;3;59;4;0,5
20.09.2022 08:00;4,4;100;33;1017;0,1;1;3;57;4;0,5
20.09.2022 07:00;4,2;100;12;1017;0,1;1;2;60;2;0,5
20.09.2022 06:00;4,9;100;0;1017;0,1;1;2;57;2;0,5
20.09.2022 05:00;5,2;100;0;1016;0,1;1;2;54;2;0,5
20.09.2022 04:00;5,2;100;0;1016;0,1;1;3;55;5;0,5
20.09.2022 03:00;5,3;100;0;1016;0,1;1;4;55;2;0,5
20.09.2022 02:00;5,3;100;0;1016;0,2;1;3;56;2;0,5
20.09.2022 01:00;5,5;100;0;1016;0,2;1;3;55;2;0,5
20.09.2022 00:00;5,4;100;0;1015;0,2;1;3;55;2;0,5
19.09.2022 23:00;5,3;100;0;1016;0,2;1;3;57;5;0,5
19.09.2022 22:00;5,1;100;0;1016;0,2;1;3;60;2;0,5
19.09.2022 21:00;5,2;100;0;1016;0,1;1;2;58;2;0,5
19.09.2022 20:00;5,1;100;0;1016;0,2;1;2;63;2;0,5
19.09.2022 19:00;6,7;100;1;1015;0,2;1;3;50;2;0,5
19.09.2022 18:00;7,8;100;69;1015;0,2;1;3;49;2;0,5
19.09.2022 17:00;7,5;100;152;1014;0,2;1;2;54;4;0,5
19.09.2022 16:00;7,9;100;215;1014;0,2;1;3;52;5;0,5
19.09.2022 15:00;6,8;100;220;1014;0,1;1;4;51;2;1,3
19.09.2022 14:00;6,4;100;125;1014;0,2;1;3;53;4;0,5
19.09.2022 13:00;6,2;100;122;1013;0,2;1;3;51;5;0,5
19.09.2022 12:00;5,9;100;75;1013;0,1;1;3;48; NaN;0,5
19.09.2022 11:00;5,5;100;55;1012;0,1;1;5;46; NaN;0,5
19.09.2022 10:00;4,8;100;135;1011; NaN;1;3;55;4;0,5
19.09.2022 09:00;4,8;100;34;1010; NaN;1;4;51;2;0,5
19.09.2022 08:00;4,5;100;20;1009; NaN;1;3;52;2;0,5
19.09.2022 07:00;4,1;100;10;1009; NaN;1;2;54;2;0,5
19.09.2022 06:00;3,9;100;0;1008; NaN;1;2;56;2;0,5
19.09.2022 05:00;3,4;100;0;1007;0,1;1;2;55;2;0,5
19.09.2022 04:00;3,8;100;0;1007;0,1;1;2;53;2;0,5
19.09.2022 03:00;3,6;100;0;1007;0,1;1;1;55;2;0,5
19.09.2022 02:00;3,4;100;0;1007;0,1;1;1;57;2;0,5
19.09.2022 01:00;3,6;100;0;1007;0,1;1;1;56;2;0,5
19.09.2022 00:00;4,1;100;0;1007;0,1;1;1;55;2;0,5
18.09.2022 23:00;4,1;100;0;1007;0,1;1;2;54;2;0,5
18.09.2022 22:00;3,9;100;0;1007;0,1;1;2;56;2;0,5
18.09.2022 21:00;3,7;100;0;1007;0,1;1;2;60;2;0,5
18.09.2022 20:00;3,7;100;0;1007;0,1;1;1;62;2;0,5
18.09.2022 19:00;3,8;100;0;1008;0,1;1;1;63;2;0,5
18.09.2022 18:00;4,6;100;8;1008;0,1;1;2;58;2;0,5
18.09.2022 17:00;5,5;100;23;1008;0,1;1;1;53;2;0,5
18.09.2022 16:00;6,3;100;104;1008;0,1;1;1;53;2;0,5
18.09.2022 15:00;6,6;96,3;163;1009;0,1;1;1;53;2;0,5
18.09.2022 14:00;7,2;92,7;259;1009;0,1;1;1;55;7;0,5
18.09.2022 13:00;6,5;98,1;385;1009;0,1;1;1;56;2;0,5
18.09.2022 12:00;6,5;96,2;466;1009;0,1;1;1;57;5;0,5
18.09.2022 11:00;5,3;100;259;1009;0,1;1;1;55;2;0,5
18.09.2022 10:00;4,5;100;124;1009;0,1;1;2;55;2;0,5
18.09.2022 09:00;3,9;100;57;1009;0,1;1;2;56;2;0,5
18.09.2022 08:00;3,9;100;33;1008;0,1;1;2;55;2;0,5
18.09.2022 07:00;3,7;100;7;1007;0,1;1;2;54;2;0,5
18.09.2022 06:00;3,8;100;0;1007;0,1;1;1;57;2;0,5
18.09.2022 05:00;4;100;0;1006;0,1;1;1;57;2;0,5
18.09.2022 04:00;4,1;100;0;1006;0,1;1;1;56;2;0,5
18.09.2022 03:00;4,2;100;0;1006;0,1;1;2;55;2;0,5
18.09.2022 02:00;4;100;0;1006;0,1;1;1;57;2;0,5
18.09.2022 01:00;3,7;100;0;1006;0,1;1;2;60;2;0,5
18.09.2022 00:00;4,2;100;0;1006;0,1;1;2;59;2;0,5
17.09.2022 23:00;4,2;100;0;1007;0,1;1;2;59;2;0,5
17.09.2022 22:00;4,2;100;0;1007;0,1;1;2;61;2;0,5
17.09.2022 21:00;4,8;97,2;0;1007;0,1;1;2;60;2;0,5
17.09.2022 20:00;4,7;91,6;0;1007;0,1;1;2;65;5;0,5
17.09.2022 19:00;5,9;88,5;2;1007;0,1;1;2;63;7;0,5
17.09.2022 18:00;6,9;87,1;79;1007;0,1;1;2;63;5;0,5
17.09.2022 17:00;6,8;87,8;223;1006;0,1;1;1;66;7;0,5
17.09.2022 16:00;6,8;95,8;203;1007;0,1;1;1;61;7;0,5
17.09.2022 15:00;6,5;100;279;1007;0,1;1;1;63;5;0,5
17.09.2022 14:00;7,6;96,1;366;1007;0,1;1;1;63;2;0,5
17.09.2022 13:00;6,6;100;273;1007;0,1;1;1;63;2;0,5
17.09.2022 12:00;6,9;100;208;1007;0,1;1;1;57;2;0,5
17.09.2022 11:00;6,5;100;242;1007;0,1;1;2;55;2;0,5
17.09.2022 10:00;6;100;83;1007;0,1;1;2;54; NaN;0,5
17.09.2022 09:00;5,9;100;62;1006;0,1;1;3;45;2;0,5
17.09.2022 08:00;5,6;100;40;1005;0,1;1;3;44;2;0,5
17.09.2022 07:00;5,4;100;8;1005;0,1;1;3;46;2;0,5
17.09.2022 06:00;5,3;100;1;1005;0,1;1;2;49;2;0,5
17.09.2022 05:00;5,3;100;0;1005;0,1;1;2;53;5;0,5
17.09.2022 04:00;5,5;100;0;1005;0,1;1;2;55;4;0,5
17.09.2022 03:00;5,7;97,5;0;1005;0,1;1;2;55;2;0,5
17.09.2022 02:00;5,5;97,8;0;1006;0,1;1;3;56;7;0,5
17.09.2022 01:00;5,3;98,9;0;1006;0,1;1;3;53;6;0,5
17.09.2022 00:00;5,9;98,4;0;1006;0,2;1;3;53;5;0,5
16.09.2022 23:00;6,5;97,1;0;1006;0,1;1;3;53;2;0,5
16.09.2022 22:00;7,1;94,5;0;1006;0,1;1;3;56;6;0,5
16.09.2022 21:00;7,4;94,6;0;1006;0,2;1;3;57;4;0,5
16.09.2022 20:00;7,6;92,4;0;1006;0,1;1;3;60;2;0,5
16.09.2022 19:00;8;89,8;2;1006;0,1;1;2;63;4;0,5
16.09.2022 18:00;9,2;88,2;99;1006;0,1;1;2;64;2;0,5
16.09.2022 17:00;8,7;94,3;259;1006;0,1;1;2;66;2;0,5
16.09.2022 16:00;9,2;87,7;172;1006;0,1;1;2;68;2;0,5
16.09.2022 15:00;8,8;95,1;512;1006;0,1;1;2;67;2;0,5
16.09.2022 14:00;8,9;89,4;183;1006;0,1;1;2;66;5;0,5
16.09.2022 13:00;10;81,4;473;1007;0,1;1;1;68;5;0,5
16.09.2022 12:00;10;82,1;420;1007;0,1;1;1;66;2;0,5
16.09.2022 11:00;9,2;90,2;432;1007;0,1;1;2;62;2;0,5
16.09.2022 10:00;7,6;100;214;1007;0,1;1;3;61;2;0,5
16.09.2022 09:00;7,5;98,5;86;1007;0,1;1;3;61;2;0,5
16.09.2022 08:00;7,4;100;50;1007;0,1;1;3;54;4;0,5
16.09.2022 07:00;7,7;99,6;13;1007;0,1;1;3;53;6;0,5
16.09.2022 06:00;7,8;98,2;1;1007;0,1;1;3;54;9;0,5
16.09.2022 05:00;8,1;98,6;0;1007;0,1;1;3;50;10;0,5
16.09.2022 04:00;8,1;98,6;0;1007;0,1;1;3;50;9;0,5
16.09.2022 03:00;7,9;99;0;1007;0,1;1;4;50;6;0,5
16.09.2022 02:00;8,2;97,2;0;1007;0,1;1;3;52;2;0,5
16.09.2022 01:00;8,5;94,5;0;1007;0,1;1;3;52;2;0,5
16.09.2022 00:00;8,6;93,5;0;1007;0,1;1;3;52;8;0,5
15.09.2022 23:00;8,6;94,1;0;1007;0,1;1;3;54;4;0,5
15.09.2022 22:00;8,3;97,6;0;1007;0,1;1;3;52;7;0,5
15.09.2022 21:00;8,4;100;0;1006;0,2;1;4;51;5;0,5
15.09.2022 20:00;9,2;99,2;0;1006;0,1;1;4;54;5;0,5
15.09.2022 19:00;10,1;96,4;2;1006;0,1;1;4;59;7;0,5
15.09.2022 18:00;10,7;95,2;45;1006;0,1;1;4;60;10;0,5
15.09.2022 17:00;11;91;93;1005;0,1;1;3;67;5;0,5
15.09.2022 16:00;11,5;88,9;167;1005;0,1;1;2;70;6;0,5
15.09.2022 15:00;11,7;93,4;286;1005;0,1;1;3;65;9;0,5
15.09.2022 14:00;10,9;99,4;186;1006; NaN;1;4;59;12;1,4
15.09.2022 13:00;9,9;100;69;1005; NaN;1;4;63;13;1,6
15.09.2022 12:00;10,2;100;124;1005; NaN;1;4;56;11;2
15.09.2022 11:00;10,5;100;204;1005; NaN;1;3;60;10;1,2
15.09.2022 10:00;10,3;100;201;1005; NaN;1;4;59; NaN;1,4
15.09.2022 09:00;10,3;100;47;1005;0,2;1;4;50; NaN;0,5
15.09.2022 08:00;10,5;100;29;1004;0,1;1;4;41; NaN;0,5
15.09.2022 07:00;10,6;100;15;1004;0,1;1;4;40; NaN;0,5
15.09.2022 06:00;10,8;100;1;1004;0,1;1;3;39; NaN;0,5
15.09.2022 05:00;10,8;100;0;1004;0,1;1;3;41; NaN;0,5
15.09.2022 04:00;11;100;0;1004;0,1;1;4;42; NaN;0,5
15.09.2022 03:00;11,2;100;0;1004;0,2;1;4;41; NaN;0,5
15.09.2022 02:00;11,3;100;0;1004;0,2;1;5;41; NaN;0,5
15.09.2022 01:00;11,9;100;0;1004;0,2;1;8;38; NaN;0,5
15.09.2022 00:00;12,6;100;0;1003;0,1;1;5;58; NaN;0,5
14.09.2022 23:00;13,6;100;0;1003;0,1;1;2;70; NaN;0,5
14.09.2022 22:00;14,4;100;0;1003;0,3;1;2;65; NaN;0,5
14.09.2022 21:00;14,5;100;0;1003;0,3;1;4;50; NaN;0,5
14.09.2022 20:00;15;99,9;0;1004;0,3;1;4;47; NaN;0,5
14.09.2022 19:00;15,3;97,7;0;1004;0,1;1;6;47; NaN;0,5
14.09.2022 18:00;16,1;94,1;6;1005;0,2;1;2;61; NaN;0,5
14.09.2022 17:00;15,9;96,2;17;1005;0,1;1;3;51; NaN;0,5
14.09.2022 16:00;15,3;98,9;46;1005;0,1;1;2;59; NaN;0,5
14.09.2022 15:00;14,9;100;55;1006;0,1;1;3;61;2;0,5
14.09.2022 14:00;15,2;99,9;97;1006;0,2;1;3;53;2;0,5
14.09.2022 13:00;15,4;98,5;68;1006;0,1;1;3;49;2;0,5
14.09.2022 12:00;14,8;99,7;80;1007;0,1;1;3;53;2;0,5
14.09.2022 11:00;14,9;98,8;89;1007;0,1;1;2;54;5;0,5
14.09.2022 10:00;14,7;97,3;49;1007;0,3;1;4;53;12;0,5
14.09.2022 09:00;15,1;93,7;55;1007;0,2;1;5;55;13;0,5
14.09.2022 08:00;14,1;95,6;49;1007;0,2;1;4;64;14;0,5
14.09.2022 07:00;14,2;92,7;14;1007;0,1;1;4;66;10;0,5
14.09.2022 06:00;14,5;89,9;1;1007;0,2;1;4;71;7;1
14.09.2022 05:00;14,2;89,2;0;1008;0,1;1;4;70;8;1
14.09.2022 04:00;14,2;86,6;0;1008;0,1;1;4;72;6;1,1
14.09.2022 03:00;14,2;85;0;1009;0,2;1;4;76;9;1,2
14.09.2022 02:00;14,1;84,8;0;1009;0,1;1;4;76;10;1,2
14.09.2022 01:00;14,2;83,4;0;1010;0,2;1;4;78;2;1,2
14.09.2022 00:00;14,4;82,3;0;1010;0,2;1;4;80;4;1,3
13.09.2022 23:00;15;78,9;0;1010;0,2;1;4;84;10;1,2
13.09.2022 22:00;15,7;75,6;0;1010;0,2;1;4;92;5;1,3
13.09.2022 21:00;16;74,5;0;1010;0,2;1;3;92;8;1,2
13.09.2022 20:00;16,3;71,5;0;1010;0,1;1;3;91;7;1,2
13.09.2022 19:00;16,8;73;4;1010;0,2;1;4;86;6;1,2
13.09.2022 18:00;17,7;70,2;67;1010;0,2;1;4;84;6;1
13.09.2022 17:00;18,2;66;182;1010;0,1;1;3;87;6;1
13.09.2022 16:00;18,7;62,4;299;1011;0,1;1;2;89;4;1
13.09.2022 15:00;19,3;61,4;462;1011;0,1;1;2;92;4;1,1
13.09.2022 14:00;19,1;65,4;443;1011;0,1;1;2;94;4;0,5
13.09.2022 13:00;18,6;64,8;531;1011;0,1;1;2;96;5;1,1
13.09.2022 12:00;17,5;74,8;642;1012;0,1;1;2;82;5;0,5
13.09.2022 11:00;14,8;85,1;297;1012;0,1;1;3;78;6;1
13.09.2022 10:00;15,7;74,3;151;1012;0,1;1;3;79;6;1,2
13.09.2022 09:00;15,1;74,9;216;1012;0,1;1;3;79;8;1,3
13.09.2022 08:00;14;77,5;198;1012;0,1;1;3;83;18;1,4
13.09.2022 07:00;13;81,2;58;1012;0,1;1;3;82;15;1,6
13.09.2022 06:00;12,3;84,8;3;1013;0,1;1;3;80;5;1,9
13.09.2022 05:00;12;82,1;0;1013;0,2;1;3;79;7;1,9
13.09.2022 04:00;11,4;83,7;0;1013;0,4;1;10;68;8;4,6
13.09.2022 03:00;11,2;85,7;0;1014;0,4;1;8;69;6;7,7
13.09.2022 02:00;10,9;87,8;0;1014;0,4;1;14;62;6;9,4
13.09.2022 01:00;10,9;88,2;0;1015;0,4;1;19;58;7;13,5
13.09.2022 00:00;11,2;87,9;0;1015;0,7;1;16;63;7;15,7
12.09.2022 23:00;11,4;85,8;0;1016;0,3;1;13;70;7;11
12.09.2022 22:00;11,5;87,5;0;1016;0,2;1;11;70;9;5,2
12.09.2022 21:00;11,8;87,9;0;1016;0,2;1;9;66;10;3,7
12.09.2022 20:00;12,8;81;0;1016;0,1;1;4;75;7;1,5
12.09.2022 19:00;14,4;71,9;5;1016;0,3;1;3;88;8;1,1
12.09.2022 18:00;14,8;70,8;42;1017;0,1;1;3;86;7;1,1
12.09.2022 17:00;15,6;69,3;147;1017;0,1;1;3;84;5;0,5
12.09.2022 16:00;16,4;65,5;294;1017;0,2;1;3;87;5;0,5
12.09.2022 15:00;16,8;61,3;518;1017;0,1;1;2;90;2;0,5
12.09.2022 14:00;15,5;64,2;445;1018;0,1;1;2;89;6;1,3
12.09.2022 13:00;16,4;64,3;808;1018;0,1;1;2;86;6;1,2
12.09.2022 12:00;14,6;73,7;737;1018;0,2;1;2;81;7;1,1
12.09.2022 11:00; NaN; NaN; NaN; NaN;0,2;1;2;70; NaN;0,5
12.09.2022 10:00;11,7;100;352;1019;0,2;1;3;60;13;0,5
